64,0.011264,0.011168,0.145312
128,0.19488,0.0112,0.301088
256,0.171488,0.01168,0.298016
512,0.13696,0.01248,0.372064
1024,0.447104,0.012032,0.627104
2048,0.77328,0.011904,0.005024,1.13226
4096,1.77283,0.012096,0.00544,2.07277
