16,32,64,128,512,1024,2048,4096,8192,16384,25600
0.745654,1.50806,3.12134,4.26088,5.28937,6.12691,6.96105,7.79486,8.44427,6.80458,4.79863
0.0107702,0.00546445,0.00489185,0.128653,0.069796,0.0623371,0.0601258,0.0692882,0.0829364,0.0941772,0.102771
