32,64,128,256,512,1024,2048,4096,8192
0.00001122,0.00005521,0.00095501,0.00781252,0.04388411,0.33478908,2.08426306,14.26560673,104.56628013
0.00001482,0.00008417,0.00091997,0.00486277,0.02891824,0.20672557,1.13702905,7.38297493,53.51464152
0.00001705,0.00006408,0.00093831,0.00384695,0.01881297,0.12586358,0.65698712,4.01463085,28.51755908
0.00001763,0.00009051,0.00114201,0.00410666,0.01342475,0.06528978,0.37143576,2.23526936,15.27454576
0.00002339,0.00011061,0.00110500,0.00488279,0.01359065,0.05877613,0.21921503,1.19959770,7.87843835
0.00001781,0.01067834,0.01069339,0.00888349,0.01602018,0.06080238,0.21262665,0.97445430,5.93122819
