8,16,32,64,128,256,512,1024,2048
0.00000100,0.00000200,0.00001000,0.00006300,0.00046500,0.00354300,0.03507300,0.29379300,3.37163700
0.00000200,0.00000400,0.00001500,0.00008800,0.00062300,0.00794900,0.03336800,0.35741100,2.77391200
